CHECK_NUM;CHECK_NAME;CHECK_BASE_CD;CHECK_CODE;CHECK_DEPENDENCE_CD;CHECK_BASE_DESC;CHECK_ANALYST_NAME;CHECK_LVL;CHECK_TGT_TABLE;CHECK_SQL_TEXT;CHECK_SQL_TEXT_UAT
14;Проверка критериев проблемности по кредитующимся контрагентам;Заемщик (ЮЛ) Поручители (ЮЛ, ИП);PRCR;;CLU;Спирин Артем;1;CLU_CHECK;select a.u7m_id, 'PRCR' as check_name, 1 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_stg}}.CRM_CX_MONITORING cm on cm.account_id = a.crm_id and cm.this_is_active = 'Y' join {{schema_k7m_stg}}.CRM_CX_MON_CRIT cmc on cmc.MON_ID = cm.row_id  and cmc.STATUS not in ('Отклонен','Архив') join {{schema_k7m_stg}}.CRM_CX_MON_CRIT_ADM cm_adm on cmc.CRIT_ID = cm_adm.row_id join ( select distinct o.OU_ID from {{schema_k7m_stg}}.CRM_S_OPTY opt join {{schema_k7m_stg}}.CRM_CX_AGREE_OPTY ao on (opt.row_id = ao.opty_id) join {{schema_k7m_stg}}.CRM_S_REVN rr on (rr.opty_id = opt.row_id and lower(rr.REVN_STAT_CD) in ('действующий','в процессе изменения')) join {{schema_k7m_stg}}.CRM_S_OPTYPRD_ORG o on (o.OPTY_PRD_ID = rr.row_id) ) o on o.OU_ID = a.crm_id join ( select distinct c.c_inn from {{schema_k7m_stg}}.EKS_Z_CLIENT c join ( select id, c_client from {{schema_k7m_stg}}.EKS_Z_PR_CRED union all select id, c_principal as c_client from {{schema_k7m_stg}}.EKS_Z_GUARANTIES union all select id, c_client from {{schema_k7m_stg}}.EKS_Z_GEN_AGREEM_FRAME union all select id, c_client from internal_eks_ibs.Z_FACTORING union all select id, C_USER_ZALOG as c_client from {{schema_k7m_stg}}.EKS_Z_ZALOG ) op on op.c_client = c.id join {{schema_k7m_stg}}.EKS_Z_PRODUCT pr on (op.id = pr.id and pr.c_date_close is not null) where c.c_inn is not null ) eks_pr on (a.inn = eks_pr.c_inn) where cm_adm.probl_group in ('Красная зона', 'Черная зона') or (cm_adm.probl_group = 'Желтая зона' and (cm_adm.num like '1.1%' or cm_adm.num like '7.2%' or cm_adm.num like '7.3%' or cm_adm.num like '10.2%')) group by a.u7m_id;
15;Проверка критериев проблемности по не кредитующимся контрагентам;Заемщик (ЮЛ) Поручители (ЮЛ, ИП);PRNCR;;CLU;Постнова Мария;1;CLU_CHECK;select clu.u7m_id, 'PRNCR', 1 as check_lvl, chk.prncr_flg from {{schema_k7m_pa}}.clu clu inner join {{schema_k7m_stg}}.ods_t_check_039 chk on clu.crm_id = chk.crm_id ; select clu.u7m_id, 'PRNCR', 1 as check_lvl, chk.prncr_flg from {{schema_k7m_pa}}.clu clu inner join {{schema_k7m_stg}}.ods_t_check_039 chk on clu.crm_id = chk.crm_id
;Проверка непустой ссылки на досье ЕСМ;Заемщик (ЮЛ) Поручители (ЮЛ);RUID_CHECK;;CLU;Амелин Сергей;1;CLU_CHECK; SELECT a.U7M_ID, 'RUID_CHECK' as check_name, 1 as check_lvl, CASE WHEN COALESCE(a.RU_ID, '') = '' THEN 1 ELSE 0 END as check_flg from {{schema_k7m_pa}}.clu a ; SELECT a.U7M_ID, 'RUID_CHECK' as check_name, 1 as check_lvl, CASE WHEN COALESCE(a.RU_ID, '') = '' THEN 1 ELSE 0 END as check_flg from custom_cb_k7m.clu a
3;Санкционные списки по юридическим лицам (в т.ч. проверка поручителей);Заемщик (ЮЛ) Поручители (ЮЛ, ИП);SANCT;;CLU;Кузнецов Максим;1;CLU_CHECK;select clu.u7m_id, 'SANCT', 1 as check_lvl, case when r.crm_id is not null then 1 when r.crm_id is null then 0 end as check_flg from {{schema_k7m_pa}}.clu clu left join internal_rdm.rdm_compliance_k7m_mast_v r on clu.crm_id = r.crm_id;select clu.u7m_id, 'SANCT', 1 as check_lvl, case when r.crm_id is not null then 1 when r.crm_id is null then 0 end as check_flg from {{schema_k7m_pa}}.clu clu left join internal_rdm.rdm_compliance_k7m_mast_v r on clu.crm_id = r.crm_id
5;Террористы (ПОД/ФТ) (запрет дебета расчетного счета);Заемщик (ЮЛ) Поручители (ЮЛ, ИП);TERROR;;CLU;Постнова Мария;1;CLU_CHECK;select clu.u7m_id, 'TERROR', 1 as check_lvl, chk.terror_flg from {{schema_k7m_pa}}.clu clu inner join {{schema_k7m_stg}}.ods_t_check_010 chk on clu.eks_id = cast(chk.eks_id as string) ;
;Проверка на наличие у заемщика хотя бы одного BO c прикрепленным SET;Заемщик (ЮЛ);BO_EXIST;;SCORE;Спирин Артем;2;SCORE_CHECK;SELECT a.U7M_ID, 'BO_EXIST' as check_name, 2 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.score_keys a left join (select distinct u7m_id from {{schema_k7m_pa}}.bo) b on a.U7M_ID = b.U7M_ID where b.u7m_id is null;
;Проверка на Cindex_ST;Заемщик (ЮЛ);CINDEX_ST;;CLU{FLAG_BASIS_CLIENT = 'Y'};Спирин Артем;2;SCORE_CHECK; SELECT a.U7M_ID, 'CINDEX_ST' as check_name, 2 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_pa}}.score b on a.u7m_id = b.u7m_id and b.key = 'CINDEX_ST' where a.flag_basis_client = 'Y' and b.value_n = 23.0 ;
;Вычисление общего флага для фильтрации на основе всех проверок;Заемщик (ЮЛ) Поручители (ЮЛ, ИП, ФЛ);GEN_OFFLINE_CHECK;ALL_2;CLU;Спирин Артем;2;CLU_CHECK;SELECT a.U7M_ID, 'GEN_OFFLINE_CHECK' as check_name, 2 as check_lvl, max(case when a.check_flg = 1 then 1 else 0 end) as check_flg from {{schema_k7m_pa}}.clu_check a where a.check_lvl <= 2 group by a.U7M_ID;
;Вычисление общего флага для фильтрации на основе всех проверок SCORE;Заемщик (ЮЛ);GEN_OFFLINE_CHECK;ALL_2;SCORE;Спирин Артем;2;SCORE_CHECK;SELECT a.U7M_ID, 'GEN_OFFLINE_CHECK' as check_name, 2 as check_lvl,max(case when a.check_flg = 1 then 1 else 0 end) as check_flg from {{schema_k7m_pa}}.score_check a where a.check_lvl <= 2 group by a.U7M_ID;
;Проверка на интегральный рейтинг;Заемщик (ЮЛ);RATING_INT;;CLU{FLAG_BASIS_CLIENT = 'Y'};Спирин Артем;2;SCORE_CHECK;select a.U7M_ID, 'RATING_INT' as check_name, 2 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_pa}}.pdout b on a.U7M_ID = b.U7M_ID and coalesce(b.rating_offline, 999) > 18 where a.flag_basis_client = 'Y' ;
23;Риск-сегмент;Заемщик (ЮЛ);RS;;CLU{FLAG_BASIS_CLIENT = 'Y'};Спирин Артем;2;SCORE_CHECK; SELECT a.U7M_ID, 'RS' as check_name, 2 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_aux}}.proxyrs_int_final b on a.U7M_ID = b.U7M_ID and b.k7m_flag = 0 where a.flag_basis_client = 'Y' ; SELECT a.U7M_ID, 'RS' as check_name, 2 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_pa}}_aux.proxyrs_int_final b on a.U7M_ID = b.U7M_ID and b.k7m_flag = 0 where a.flag_basis_client = 'Y'
;Проверка на расчет обязательных параметров SCORE;Заемщик (ЮЛ);SCORE_CHECK;;SCORE;Спирин Артем;2;SCORE_CHECK;SELECT k.U7M_ID, concat(k.block_nm,':',k.key) as check_name, 2 as check_lvl, 1 as check_flg, k.exec_id from ( select a.u7m_id, b.key, b.block_nm, a.exec_id from {{schema_k7m_pa}}.score_keys a cross join {{schema_k7m_aux}}.dict_mandatory_keys_out b where b.obj = 'SCORE' ) k left join {{schema_k7m_pa}}.score c on c.u7m_id = k.u7m_id and c.key = k.key where c.value_n is null and c.value_c is null and c.value_d is null;SELECT k.U7M_ID, concat(k.block_nm,':',k.key) as check_name, 2 as check_lvl, 1 as check_flg, k.exec_id from ( select a.u7m_id, b.key, b.block_nm, a.exec_id from {{schema_k7m_pa}}.score_keys a cross join {{schema_k7m_pa}}_aux.dict_mandatory_keys_out b where b.obj = 'SCORE' ) k left join {{schema_k7m_pa}}.score c on c.u7m_id = k.u7m_id and c.key = k.key where c.value_n is null and c.value_c is null and c.value_d is null
;Проверка на расчет СКЕ;Заемщик (ЮЛ);SKE;;CLU{FLAG_BASIS_CLIENT = 'Y'};Спирин Артем;2;CLU_CHECK; SELECT a.U7M_ID, 'SKE' as check_name, 2 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_pa}}.limitout b on a.u7m_id = b.u7m_id where a.flag_basis_client = 'Y' and (coalesce(b.ske_base, 0) <= 0 or b.ske_d_0 is NULL);
36;Анализ заключения Робота-юриста в части итогового решения;Заемщик (ЮЛ) Поручители (ЮЛ, ИП);CORCLEIO;;CLU;Амелин Сергей;3;CLU_CHECK;SELECT a.U7M_ID, 'CORCLEIO' as check_name, 3 as check_lvl, CASE WHEN a.OFFLINE_RU_MARK in ('1','3','4') THEN 0 ELSE 1 END as check_flg from {{schema_k7m_pa}}.clu a inner join {{schema_k7m_aux}}.vdrlout_clu_104 b on a.u7m_id = b.crm_id;
;Вычисление флага заемщика по ответу ММЗ;Заемщик (ЮЛ);MMZDEBTOR;;SCORE;Спирин Артем;3;SCORE_CHECK;select a.u7m_id, 'MMZDEBTOR' as check_name, 3 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.score_keys a left join {{schema_k7m_pa}}.mmz_clu mmz on (a.u7m_id = mmz.u7m_id) left join {{schema_k7m_aux}}.mmz_clu_by_clf b on (a.u7m_id = b.u7m_id) left join {{schema_k7m_aux}}.mmz_clu_by_participant c on (a.u7m_id = c.u7m_id) where b.mmz_zone in (0, 1) or c.mmz_zone in (0, 1) or mmz.borrower_zone in (0, 1);
;Вычисление флага поручителя по ответу ММЗ;Поручители (ЮЛ, ИП, ФЛ);MMZGUAR;;CLU;Спирин Артем;3;CLU_CHECK;select a.u7m_id, 'MMZGUAR' as check_name, 3 as check_lvl, 1 as check_flg from {{schema_k7m_pa}}.clu a join {{schema_k7m_pa}}.set_item si on (a.u7m_id = si.7m_id and si.obj = 'CLU') left join {{schema_k7m_pa}}.mmz_clu mmz on (a.u7m_id = mmz.u7m_id) left join {{schema_k7m_aux}}.mmz_clu_by_clf b on (a.u7m_id = b.u7m_id) where b.mmz_zone in (0, 1) or mmz.guarantor_zone in (0, 1);
;Вычисление общего флага для фильтрации на основе всех проверок;Заемщик (ЮЛ) Поручители (ЮЛ, ИП, ФЛ);GEN_TOTAL_CHECK;ALL_3;CLU;Спирин Артем;3;CLU_CHECK;SELECT a.U7M_ID, 'GEN_TOTAL_CHECK' as check_name, 3 as check_lvl, max(case when a.check_flg = 1 then 1 else 0 end) as check_flg from {{schema_k7m_pa}}.clu_check a where a.check_lvl <= 3 group by a.U7M_ID;
;Вычисление общего флага для фильтрации на основе всех проверок;Заемщик (ЮЛ) Поручители (ЮЛ, ИП, ФЛ);GEN_TOTAL_CHECK;ALL_3;SCORE;Спирин Артем;3;SCORE_CHECK;SELECT a.U7M_ID, 'GEN_TOTAL_CHECK' as check_name, 3 as check_lvl, max(case when a.check_flg = 1 then 1 else 0 end) as check_flg from {{schema_k7m_pa}}.score_check a where a.check_lvl <= 3 group by a.U7M_ID;
КОД;Фактический адрес: индекс;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_postalCode;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_postalCode' as check_name,1 as check_lvl,case when CLU.F_ADDRESS_postalCode rlike '^[0-9]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;select CLU.u7m_id,'COD_F_ADDRESS_postalCode' as check_name,1 as check_lvl,case when CLU.F_ADDRESS_postalCode rlike '^[0-9]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU
КОД;Фактический адрес: регион;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_regionName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_regionName' as check_name,1 as check_lvl,case when nvl(CLU.F_ADDRESS_regionName, ' ') rlike '^[-А-ЯЁа-яё0-9 /\".]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: район;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_districtName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_districtName' as check_name,1 as check_lvl,case when nvl(CLU.F_ADDRESS_districtName, ' ') rlike '^[-А-ЯЁа-яё0-9 /\".]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: город населенный пункт;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_cityNamevillageName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_cityNamevillageName' as check_name,1 as check_lvl,case when (CLU.F_ADDRESS_cityName rlike '^[А-ЯЁа-яё0-9 /\".]+$'or CLU.F_ADDRESS_regionName in ('ГОРОД МОСКВА','ГОРОД САНКТ-ПЕТЕРБУРГ') or CLU.F_ADDRESS_villageName rlike '^[А-ЯЁа-яё0-9 /\".]+$') then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;select CLU.u7m_id,'COD_F_ADDRESS_cityNamevillageName' as check_name,1 as check_lvl,case when (CLU.F_ADDRESS_cityName rlike '^[А-ЯЁа-яё0-9 /\".]+$'or CLU.F_ADDRESS_regionName in ('ГОРОД МОСКВА','ГОРОД САНКТ-ПЕТЕРБУРГ') or CLU.F_ADDRESS_villageName rlike '^[А-ЯЁа-яё0-9 /\".]+$') then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU
КОД;Фактический адрес: сокр наименование населенного пункта;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_shortVillageTypeName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_shortVillageTypeName' as check_name,1 as check_lvl,case when (CLU.F_ADDRESS_villageName is null or CLU.F_ADDRESS_regionName in ('ГОРОД МОСКВА','ГОРОД САНКТ-ПЕТЕРБУРГ') or ( CLU.F_ADDRESS_villageName is not null and CLU.F_ADDRESS_shortVillageTypeName rlike '^[А-ЯЁа-яё0-9 /\".]+$')) then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: улица;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_streetName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_streetName' as check_name,1 as check_lvl,case when CLU.F_ADDRESS_streetName rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: сокр наименование улицы;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_shortStreetTypeName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id, 'COD_F_ADDRESS_shortStreetTypeName' as check_name,1 as check_lvl,case when CLU.F_ADDRESS_shortStreetTypeName rlike '^[А-ЯЁа-яё0-9 /\".-]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: номер дома;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_houseNumber;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_houseNumber' as check_name,1 as check_lvl,case when nvl(CLU.F_ADDRESS_houseNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: номер корпуса;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_buildingNumber;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_buildingNumber' as check_name,1 as check_lvl,case when nvl(CLU.F_ADDRESS_buildingNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: номер строения;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_blockNumber;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_blockNumber' as check_name,1 as check_lvl,case when nvl(CLU.F_ADDRESS_blockNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Фактический адрес: номер квартиры;Заемщик (ЮЛ) Поручители (ЮЛ);COD_F_ADDRESS_flatNumber;;CLU;Амелин Сергей;-1;CLU_CHECK;select CLU.u7m_id,'COD_F_ADDRESS_flatNumber' as check_name,1 as check_lvl,case when nvl(CLU.F_ADDRESS_flatNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: индекс;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_postalCode;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_postalCode' as check_name,1 as check_lvl,case when CLU.Reg_ADDRESS_postalCode rlike '^[0-9]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: регион;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_regionName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_regionName' as check_name,1 as check_lvl,case when nvl(CLU.Reg_ADDRESS_regionName, ' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: район;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_districtName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_districtName' as check_name,1 as check_lvl,case when nvl(CLU.Reg_ADDRESS_districtName, ' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 when CLU.Reg_ADDRESS_districtName = '%' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: город населенный пункт;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_cityNamevillageName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_cityNamevillageName' as check_name,1 as check_lvl,case when (CLU.Reg_ADDRESS_cityName rlike '^[А-ЯЁа-яё0-9 /\".-]+$' or CLU.Reg_ADDRESS_regionName in ('ГОРОД МОСКВА','ГОРОД САНКТ-ПЕТЕРБУРГ') or CLU.Reg_ADDRESS_villageName rlike '^[А-ЯЁа-яё0-9 /\".]+$' or (REG_ADDRESS_cityName = '%' and REG_ADDRESS_villageName = '%')) then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: сокр наименование населенного пункта;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_shortVillageTypeName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_shortVillageTypeName' as check_name,1 as check_lvl,case when (CLU.Reg_ADDRESS_villageName is null or CLU.Reg_ADDRESS_regionName in ('ГОРОД МОСКВА','ГОРОД САНКТ-ПЕТЕРБУРГ') or ( CLU.Reg_ADDRESS_villageName is not null and CLU.Reg_ADDRESS_shortVillageTypeName rlike '^[А-ЯЁа-яё0-9 /\".-]+$') or (REG_ADDRESS_cityName = '%' and REG_ADDRESS_villageName = '%') ) then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: улица;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_streetName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_streetName' as check_name,1 as check_lvl,case when CLU.Reg_ADDRESS_streetName rlike '^[А-ЯЁа-яё0-9 /\".-]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: сокр наименование улицы;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_shortStreetTypeName;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id, 'COD_REG_ADDRESS_shortStreetTypeName' as check_name,1 as check_lvl,case when CLU.Reg_ADDRESS_shortStreetTypeName rlike '^[А-ЯЁа-яё0-9 /\".]+$'  or Reg_ADDRESS_shortStreetTypeName = '%' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: номер дома;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_houseNumber;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_houseNumber' as check_name,1 as check_lvl,case when nvl(CLU.Reg_ADDRESS_houseNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: номер корпуса;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_buildingNumber;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_buildingNumber' as check_name,1 as check_lvl,case when nvl(CLU.Reg_ADDRESS_buildingNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: номер строения;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_blockNumber;;CLU;Амелин Сергей;1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_blockNumber' as check_name,1 as check_lvl,case when nvl(CLU.Reg_ADDRESS_blockNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
КОД;Адрес регистрации: номер квартиры;Заемщик (ЮЛ) Поручители (ЮЛ);COD_REG_ADDRESS_flatNumber;;CLU;Амелин Сергей;-1;CLU_CHECK;select CLU.u7m_id,'COD_REG_ADDRESS_flatNumber' as check_name,1 as check_lvl,case when nvl(CLU.Reg_ADDRESS_flatNumber,' ') rlike '^[А-ЯЁа-яё0-9 /\"-.]+$' then 0 else 1 end as check_flg from {{schema_k7m_pa}}.CLU;
24;Картотека счета и арест/блокировка счета (возможны по требованию Налоговой службы, ФССП или по решению суда);Заемщик (ЮЛ) Поручители (ЮЛ, ИП);CARTT;;CLF;Постнова Мария;1;CLF_CHECK;select clf.f7m_id, 'CARTT', 1 as check_lvl, chk.cartt_flg from {{schema_k7m_pa}}.clf clf inner join {{schema_k7m_aux}}.clf_keys k on  clf.f7m_id = k.f7m_id inner join (select concat('EK_',ei.loc_id) as loc_id, id as eks_id from {{schema_k7m_aux}}.k7m_eks_eiogen ei union all select concat('EХ_',ex.loc_id) as loc_id, from_eks_id as eks_id from {{schema_k7m_aux}}.exsgen ex ) loc on loc.loc_id = k.link_id inner join {{schema_k7m_stg}}.ods_t_check_010 chk on loc.eks_id = chk.eks_id; select clf.f7m_id, 'CARTT', 1 as check_lvl, chk.cartt_flg from {{schema_k7m_pa}}.clf clf inner join {{schema_k7m_aux}}.clf_keys k on  clf.f7m_id = k.f7m_id inner join (select concat('EK_',ei.loc_id) as loc_id, id as eks_id from {{schema_k7m_aux}}.k7m_eks_eiogen ei union all select concat('EХ_',ex.loc_id) as loc_id, from_eks_id as eks_id from {{schema_k7m_aux}}.exsgen ex ) loc on loc.loc_id = k.link_id inner join {{schema_k7m_stg}}.ods_t_check_010 chk on loc.eks_id = chk.eks_id
28;Внутренняя кредитная история по юридическим и физическим лицам;Заемщик (ЮЛ) Поручители (ЮЛ, ИП);INTCRH;;CLF;Постнова Мария;1;CLF_CHECK; select clf.f7m_id, 'INTCRH', 1 as check_lvl, chk.intcrh_flg from {{schema_k7m_pa}}.clf clf inner join {{schema_k7m_aux}}.clf_keys k on  clf.f7m_id = k.f7m_id inner join (select concat('EK_',ei.loc_id) as loc_id, id as eks_id from {{schema_k7m_aux}}.k7m_eks_eiogen ei union all select concat('EХ_',ex.loc_id) as loc_id, from_eks_id as eks_id from {{schema_k7m_aux}}.exsgen ex ) loc on loc.loc_id = k.link_id inner join {{schema_k7m_stg}}.ods_t_check_010 chk on loc.eks_id = chk.eks_id ; select clf.f7m_id, 'INTCRH', 1 as check_lvl, chk.intcrh_flg from {{schema_k7m_pa}}.clf clf inner join {{schema_k7m_aux}}.clf_keys k on  clf.f7m_id = k.f7m_id inner join (select concat('EK_',ei.loc_id) as loc_id, id as eks_id from {{schema_k7m_aux}}.k7m_eks_eiogen ei union all select concat('EХ_',ex.loc_id) as loc_id, from_eks_id as eks_id from {{schema_k7m_aux}}.exsgen ex ) loc on loc.loc_id = k.link_id inner join {{schema_k7m_stg}}.ods_t_check_010 chk on loc.eks_id = chk.eks_id
14;Проверка критериев проблемности по кредитующимся контрагентам;Заемщик (ЮЛ) Поручители (ЮЛ, ИП);PRCR;;CLF;Постнова Мария;1;CLF_CHECK;select clf.f7m_id, 'PRCR', 1 as check_lvl, chk.prcr_flg from custom_cb_k7m.clf clf inner join custom_cb_k7m_stg.ods_t_check_039 chk on clf.crm_id = chk.crm_id ; select clf.f7m_id, 'PRCR', 1 as check_lvl, chk.prcr_flg from custom_cb_k7m.clf clf inner join custom_cb_k7m_stg.ods_t_check_039 chk on clf.crm_id = chk.crm_id
15;Проверка критериев проблемности по не кредитующимся контрагентам;Заемщик (ЮЛ) Поручители (ЮЛ, ИП);PRNCR;;CLF;Постнова Мария;1;CLF_CHECK;select clf.f7m_id, 'PRNCR', 1 as check_lvl, chk.prncr_flg from custom_cb_k7m.clf clf inner join custom_cb_k7m_stg.ods_t_check_039 chk on clf.crm_id = chk.crm_id ; select clf.f7m_id, 'PRNCR', 1 as check_lvl, chk.prncr_flg from custom_cb_k7m.clf clf inner join custom_cb_k7m_stg.ods_t_check_039 chk on clf.crm_id = chk.crm_id
5;Террористы (ПОД/ФТ) (запрет дебета расчетного счета);Заемщик (ЮЛ) Поручители (ЮЛ, ИП);TERROR;;CLF;Постнова Мария;1;CLF_CHECK;select clf.f7m_id, 'TERROR', 1 as check_lvl, chk.terror_flg from {{schema_k7m_pa}}.clf clf inner join {{schema_k7m_aux}}.clf_keys k on  clf.f7m_id = k.f7m_id inner join (select concat('EK_',ei.loc_id) as loc_id, id as eks_id from {{schema_k7m_aux}}.k7m_eks_eiogen ei union all select concat('EХ_',ex.loc_id) as loc_id, from_eks_id as eks_id from {{schema_k7m_aux}}.exsgen ex ) loc on loc.loc_id = k.link_id inner join {{schema_k7m_stg}}.ods_t_check_010 chk on loc.eks_id = chk.eks_id ; select clf.f7m_id, 'TERROR', 1 as check_lvl, chk.terror_flg from {{schema_k7m_pa}}.clf clf inner join {{schema_k7m_aux}}.clf_keys k on  clf.f7m_id = k.f7m_id inner join (select concat('EK_',ei.loc_id) as loc_id, id as eks_id from {{schema_k7m_aux}}.k7m_eks_eiogen ei union all select concat('EХ_',ex.loc_id) as loc_id, from_eks_id as eks_id from {{schema_k7m_aux}}.exsgen ex ) loc on loc.loc_id = k.link_id inner join {{schema_k7m_stg}}.ods_t_check_010 chk on loc.eks_id = chk.eks_id
